,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2273,2023,MI,FT,Data Scientist,54685,GB,0,GB,M
2274,2023,SE,FT,Data Scientist,156400,US,100,US,M
2275,2022,SE,FT,Data Engineer,138750,US,100,US,M
2276,2023,MI,FT,Data Infrastructure Engineer,190000,US,100,US,M
2277,2021,MI,FT,Data Science Engineer,40189,GR,100,GR,M
2278,2023,SE,FT,Data Analyst,75000,US,100,US,M
2279,2022,SE,FT,Data Analyst,128875,US,100,US,M
2280,2023,SE,FT,Data Scientist,115000,US,0,US,M
2281,2023,SE,FT,Data Manager,168400,US,0,US,M
2282,2023,SE,FT,Analytics Engineer,179820,US,0,US,M
2283,2023,SE,FT,Data Engineer,153600,US,0,US,M
2284,2022,SE,FT,Data Analyst,150000,US,0,US,M
2285,2022,SE,FT,Data Analyst,120000,US,0,US,M
2286,2023,MI,FT,Data Analyst,75000,US,100,US,M
2287,2023,SE,FT,Data Analyst,161500,US,100,US,M
2288,2023,SE,FT,BI Analyst,125000,US,0,US,M
2289,2023,MI,FT,Data Engineer,70000,US,100,US,M
2290,2023,MI,FT,Data Engineer,120000,US,0,US,M
2291,2023,EN,FT,Data Scientist,130001,US,100,US,M
2292,2023,EX,FT,Data Scientist,145000,US,0,US,M
2293,2022,SE,FT,Data Scientist,211500,US,100,US,M
2294,2023,MI,FT,Data Scientist,130000,US,0,US,M
2295,2022,SE,FT,Data Engineer,154000,US,100,US,M
2296,2023,MI,FT,Data Engineer,95000,US,0,US,M
2297,2023,SE,FT,Data Engineer,65488,US,0,US,M
2298,2022,SE,FT,Data Engineer,130000,US,0,US,M
2299,2022,SE,FT,Data Engineer,108800,US,0,US,M
2300,2023,SE,FT,Research Scientist,151800,US,0,US,M
2301,2021,EN,FT,Data Science Consultant,63831,DE,50,DE,L
2302,2022,SE,FT,Data Engineer,175000,US,100,US,M
2303,2023,SE,FT,Data Analyst,95000,US,0,US,M
2304,2023,EN,FT,Data Analyst,60000,US,100,US,L
2305,2022,SE,FT,Data Scientist,141525,US,100,US,M
2306,2023,SE,FT,Data Engineer,185900,US,0,US,M
2307,2023,EN,FT,Research Engineer,120000,US,0,US,M
2308,2022,SE,FT,Data Analyst,80000,US,100,US,M
2309,2023,SE,FT,Data Analyst,175000,CA,100,CA,M
2310,2023,SE,FT,Data Analyst,120000,US,100,US,M
2311,2023,EN,FT,Data Scientist,12767,IN,50,IN,L
2312,2021,SE,FT,AI Scientist,55000,ES,100,ES,L
2313,2021,MI,FT,Data Architect,150000,US,100,US,L
2314,2022,SE,FT,Data Architect,210000,US,100,US,M
2315,2022,MI,FT,Data Engineer,206699,US,0,US,M
2316,2022,SE,FT,Data Operations Engineer,105000,US,0,US,M
2317,2023,SE,FT,Data Analyst,145000,US,0,US,M
2318,2022,SE,FT,Lead Data Scientist,156868,US,100,US,L
2319,2023,SE,FT,Data Engineer,145000,US,0,US,M
2320,2023,SE,FT,Analytics Engineer,152500,US,0,US,M
2321,2022,SE,FT,Data Scientist,129300,US,0,US,M
2322,2021,MI,FT,Data Analyst,75000,US,0,US,L
2323,2022,SE,FT,Machine Learning Engineer,200000,PR,100,PR,M
2324,2022,MI,FT,Research Engineer,240000,US,100,US,M
2325,2022,SE,FT,Machine Learning Engineer,201000,US,0,US,M
2326,2022,SE,FT,Data Engineer,160000,US,0,US,M
2327,2022,SE,FT,Data Engineer,110000,US,0,US,M
2328,2021,MI,FT,Data Engineer,111775,US,0,US,M
2329,2022,EN,FT,Data Engineer,80000,US,100,US,L
2330,2022,SE,FT,Data Scientist,215300,US,0,US,L
2331,2023,SE,FT,Data Quality Analyst,72200,US,0,US,M
2332,2022,SE,FT,Data Analyst,171000,US,100,AU,L
2333,2023,MI,FT,Data Analyst,80000,US,0,US,M
2334,2022,SE,FT,Data Engineer,183600,US,100,US,L
2335,2022,SE,FT,Data Engineer,160000,US,0,US,M
2336,2023,MI,FT,Machine Learning Scientist,220000,US,0,US,M
2337,2022,SE,FT,Data Engineer,170000,US,100,US,M
2338,2022,SE,FT,Data Scientist,153000,US,100,US,M
2339,2023,SE,FT,Data Engineer,200000,US,0,US,M
2340,2022,SE,FT,Data Scientist,120160,US,100,US,M
2341,2022,SE,FT,Data Engineer,209100,US,100,US,L
2342,2022,SE,FT,Data Scientist,185900,US,0,US,M
2343,2021,EX,CT,Principal Data Scientist,416000,US,100,US,S
2344,2023,EN,FT,Research Engineer,155000,US,0,US,M
2345,2023,SE,FT,Data Analyst,169000,US,0,US,M
2346,2022,EX,FT,Data Engineer,216000,US,100,US,M
2347,2023,SE,FT,Data Engineer,217000,US,100,US,M
2348,2023,SE,FT,Research Engineer,155850,US,0,US,M
2349,2022,SE,FT,Data Engineer,160000,US,100,US,M
2350,2022,SE,FT,Data Analytics Lead,405000,US,100,US,L
2351,2022,SE,FT,Data Scientist,144000,US,0,US,L
2352,2022,SE,FT,Data Analyst,120000,US,0,US,M
2353,2022,SE,FT,Data Engineer,50000,US,100,US,M
2354,2023,SE,FT,Data Engineer,75000,US,100,US,M
2355,2023,SE,FT,Machine Learning Engineer,130000,US,0,US,M
2356,2021,SE,FT,Data Scientist,87738,CA,100,CA,S
2357,2022,SE,FT,Data Scientist,198440,US,0,US,M
2358,2023,SE,FT,Data Engineer,90700,US,0,US,M
2359,2022,MI,FT,Research Scientist,23000,IN,100,IN,L
2360,2022,SE,FT,Data Scientist,126500,US,100,US,M
2361,2022,SE,FT,Data Analyst,175950,US,100,US,M
2362,2023,SE,FT,Data Scientist,182000,US,0,US,M
2363,2023,SE,FT,Applied Scientist,222200,US,0,US,L
2364,2023,SE,FT,Machine Learning Scientist,225000,US,100,US,M
2365,2023,MI,FT,Data Analyst,54685,GB,0,GB,M
2366,2022,SE,FT,Data Specialist,70000,US,0,US,M
2367,2022,SE,FT,Data Engineer,191200,US,0,US,M
2368,2022,MI,FT,Data Engineer,135000,US,100,US,M
2369,2023,SE,FT,Data Analyst,165000,US,100,US,M
2370,2023,MI,FT,Data Engineer,162500,US,0,US,M
2371,2023,SE,FT,Data Architect,149040,US,100,US,M
2372,2021,EN,FT,Data Scientist,90000,US,100,US,S
2373,2022,MI,FT,Data Analyst,43096,GB,0,GB,M
2374,2022,SE,FT,Data Scientist,140000,US,100,US,M
2375,2023,SE,FT,Data Scientist,185000,US,0,US,M
2376,2023,SE,FT,Data Engineer,150000,US,0,US,M
2377,2023,SE,FT,Data Scientist,144000,US,100,US,M
2378,2023,SE,FT,Data Analyst,240500,US,0,US,M
2379,2022,SE,FT,Data Science Manager,179775,US,100,US,M
2380,2022,MI,FT,Research Scientist,145000,US,50,US,L
2381,2023,SE,FT,Data Engineer,129000,US,0,US,M
2382,2022,SE,FT,Data Analyst,65000,US,100,US,M
2383,2022,SE,FT,Data Architect,190000,US,100,US,M
2384,2021,MI,FT,Data Engineer,140000,US,100,US,L
2385,2022,SE,FT,Data Engineer,225000,US,100,US,M
2386,2022,MI,FT,Lead Data Scientist,61566,GB,50,GB,S
2387,2023,SE,FT,Applied Scientist,260000,US,0,US,L
2388,2022,SE,FT,Data Scientist,81500,US,0,US,M
2389,2023,SE,FT,Data Scientist,90000,US,100,US,M
2390,2022,SE,FT,Data Scientist,215300,US,100,US,L
2391,2023,SE,FT,Data Analyst,192500,US,100,US,M
2392,2023,SE,FT,Data Engineer,100000,US,0,US,M
2393,2023,SE,FT,Data Scientist,183000,US,100,US,M
2394,2023,MI,FT,Data Scientist,17022,IN,100,IN,L
2395,2021,EX,FT,BI Data Analyst,150000,IN,100,US,L
2396,2022,SE,FT,Data Engineer,134760,US,100,US,M
2397,2022,MI,FT,Data Scientist,73546,DE,100,DE,M
2398,2023,EX,FT,Data Engineer,116704,US,100,US,M
2399,2023,MI,FT,Machine Learning Engineer,110000,US,100,US,L
2400,2021,MI,FT,Data Scientist,46809,ES,100,ES,M
2401,2020,SE,FT,Data Scientist,91237,AT,0,AT,S
2402,2021,MI,FT,Data Scientist,82500,US,100,US,S
2403,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2404,2021,MI,FT,Data Engineer,45391,NL,100,NL,L
2405,2023,EN,FT,Data Analyst,55000,US,0,US,M
2406,2022,SE,FT,Machine Learning Engineer,85000,US,100,US,M
2407,2020,EN,FT,Data Analyst,91000,US,100,US,L
2408,2022,MI,FT,Data Engineer,80000,US,0,US,M
2409,2022,SE,FT,Machine Learning Engineer,186000,US,100,US,M
2410,2022,SE,FT,Data Scientist,119300,US,0,US,L
2411,2022,SE,FT,Lead Machine Learning Engineer,95386,IN,50,IN,L
2412,2023,MI,FT,Data Engineer,57723,GB,100,GB,M
2413,2022,SE,FT,Data Analyst,90320,US,100,US,M
2414,2023,EX,FT,Data Engineer,210914,US,100,US,M
2415,2022,SE,FT,Data Engineer,78000,US,0,US,M
2416,2022,SE,FT,Data Engineer,135000,US,0,US,M
2417,2023,SE,FT,Research Scientist,200000,US,0,US,M
2418,2023,SE,FT,Machine Learning Engineer,150000,PT,100,US,M
2419,2023,MI,FT,Machine Learning Engineer,36000,MX,100,MX,S
2420,2022,EN,FT,Data Analyst,67000,CA,0,CA,M
2421,2023,SE,FT,Data Scientist,190000,US,0,US,M
2422,2022,MI,FT,Machine Learning Scientist,153000,US,50,US,M
2423,2022,EN,FT,Computer Vision Engineer,10000,PT,100,LU,M
2424,2023,SE,FT,Data Engineer,129000,US,0,US,M
2425,2023,SE,FT,Data Architect,159500,US,0,US,M
2426,2022,SE,FT,Machine Learning Engineer,192000,US,0,US,M
2427,2022,SE,FT,Data Analyst,115934,US,100,US,M
2428,2023,SE,FT,Machine Learning Engineer,126000,US,0,US,M
2429,2023,SE,FT,Data Scientist,210550,US,0,US,M
2430,2023,MI,FT,Machine Learning Infrastructure Engineer,171600,US,0,US,M
2431,2023,MI,FT,Data Scientist,66837,GB,0,GB,M
2432,2023,SE,FT,Applied Scientist,159100,US,0,US,L
2433,2023,MI,FT,Data Analyst,90000,US,0,US,M
2434,2023,SE,FT,Data Engineer,203100,US,0,US,M
2435,2023,SE,FT,Research Scientist,370000,US,0,US,M
2436,2023,EN,FT,Data Analyst,48000,US,0,US,M
2437,2022,SE,FT,Data Engineer,130000,US,100,US,M
2438,2023,SE,FT,Machine Learning Engineer,188800,US,100,US,M
2439,2023,EN,FT,Data Scientist,51753,CA,100,CA,L
2440,2023,SE,FT,Research Scientist,248100,US,0,US,M
2441,2022,SE,FT,Data Engineer,180000,US,100,US,M
2442,2022,MI,FT,Data Engineer,187000,US,100,US,M
2443,2022,MI,FT,Data Scientist,52533,FR,100,FR,M
2444,2023,SE,FT,Data Analyst,125000,US,100,US,M
2445,2023,SE,FT,Data Analytics Specialist,105000,US,0,US,M
2446,2023,SE,FT,Data Scientist,209300,US,100,US,M
2447,2022,SE,FT,Data Scientist,154000,US,100,US,M
2448,2022,SE,FT,Data Architect,192400,CA,100,CA,M
2449,2022,SE,FT,Data Engineer,154600,US,100,US,M
2450,2022,SE,FT,Data Engineer,120000,US,0,US,M
2451,2022,MI,FT,Data Engineer,73546,GR,100,GR,M
2452,2023,EN,FT,Data Scientist,74540,US,0,US,M
2453,2023,SE,FT,Data Engineer,163800,US,0,US,M
2454,2023,SE,FT,Data Architect,188500,US,100,US,M
2455,2023,SE,FT,Data Engineer,203300,US,100,US,M
2456,2022,SE,FT,Data Engineer,175000,US,0,US,M
2457,2021,MI,FT,Machine Learning Engineer,51064,IT,50,IT,L
2458,2022,SE,CT,Data Analyst,90000,US,100,US,M
2459,2023,SE,FT,Data Analyst,137500,US,0,US,M
2460,2022,SE,FT,Data Engineer,132000,CA,0,CA,M
2461,2021,EX,FT,Director of Data Science,250000,US,0,US,L
2462,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2463,2022,SE,FT,Data Scientist,144000,US,0,US,L
2464,2023,SE,FT,Data Engineer,137500,US,0,US,M
2465,2023,MI,FT,Data Engineer,48289,SI,100,SI,M
2466,2022,EX,FT,Analytics Engineer,135000,US,100,US,M
2467,2023,SE,FT,Data Scientist,160000,US,0,US,M
2468,2022,SE,FT,Data Engineer,113000,US,0,US,L
2469,2023,SE,FT,Machine Learning Engineer,130000,US,0,US,M
2470,2022,SE,FT,Research Scientist,196000,US,100,US,M
2471,2022,SE,FT,Data Engineer,216000,US,100,US,M
2472,2023,SE,FT,Data Analyst,70000,US,0,US,M
2473,2023,SE,FT,Data Engineer,106500,US,0,US,M
2474,2022,MI,FT,Data Analyst,124000,US,0,US,M
2475,2023,MI,FT,Machine Learning Engineer,200000,US,0,US,M
2476,2022,EN,FT,Computer Vision Engineer,125000,US,0,US,M
2477,2022,SE,FT,Data Operations Engineer,70000,US,0,US,M
2478,2023,MI,FT,Machine Learning Engineer,150450,US,100,US,M
2479,2023,SE,FT,Data Engineer,129000,US,0,US,M
2480,2023,SE,FT,ML Engineer,289076,US,0,US,M
2481,2023,SE,FT,Research Engineer,148000,US,0,US,M
2482,2023,EN,FT,Data Engineer,65000,US,0,US,M
2483,2023,SE,FT,Data Engineer,95000,US,100,US,M
2484,2022,SE,FT,Data Operations Analyst,81000,US,100,US,M
2485,2023,MI,FT,Data Engineer,115447,GB,100,GB,L
2486,2023,SE,FT,Machine Learning Engineer,122700,US,0,US,M
2487,2023,SE,FT,Data Scientist,150000,US,0,US,M
2488,2022,SE,FT,Analytics Engineer,48000,AR,100,US,S
2489,2022,SE,FT,Data Engineer,191200,US,0,US,M
2490,2023,EN,FT,Data Analyst,95000,US,100,US,M
2491,2023,SE,FT,Data Scientist,104000,US,100,US,M
2492,2022,EN,FT,Data Analyst,28368,FR,50,FR,M
2493,2022,SE,FT,Machine Learning Engineer,202900,US,100,US,L
2494,2022,SE,FT,Data Scientist,204100,US,0,US,M
2495,2022,SE,FT,Data Engineer,154600,US,100,US,L
2496,2022,SE,FT,Data Analyst,119000,US,100,US,M
2497,2021,SE,FT,Data Science Manager,144000,US,100,US,L
2498,2023,SE,FT,Data Manager,140000,US,0,US,M
2499,2022,MI,FT,Data Engineer,80000,US,100,US,M
2500,2023,SE,FT,Analytics Engineer,143200,GB,100,GB,M
2501,2021,EX,FT,Head of Data Science,85000,RU,0,RU,M
2502,2022,MI,FT,Data Analyst,52500,US,0,US,M
2503,2022,SE,FT,Data Engineer,132100,US,100,US,L
2504,2022,SE,FT,Data Scientist,191475,US,100,US,M
2505,2023,MI,FT,Data Engineer,102000,US,0,US,M
2506,2022,SE,FT,Data Analyst,150000,US,100,US,M
2507,2023,SE,FT,Data Scientist,225000,US,0,US,M
2508,2022,SE,FT,Data Scientist,247500,US,0,US,M
2509,2022,SE,FT,Data Scientist,160000,US,0,US,L
2510,2021,MI,FL,Machine Learning Scientist,12000,PK,50,PK,M
2511,2023,SE,FT,Data Scientist,157750,US,100,US,M
2512,2022,SE,FT,Data Engineer,250000,US,100,US,M
2513,2022,SE,FT,Business Data Analyst,100000,US,100,US,L
2514,2022,SE,FT,Data Scientist,141525,US,100,US,M
2515,2022,SE,FT,Data Scientist,185900,US,0,US,M
2516,2022,SE,FT,Data Engineer,129300,US,0,US,M
2517,2023,EN,FT,Data Analyst,85000,US,100,US,M
2518,2022,MI,FT,Data Scientist,67723,GB,0,GB,M
2519,2022,SE,FT,Data Engineer,191200,US,0,US,M
2520,2021,EN,FT,Machine Learning Engineer,21844,CO,50,CO,M
2521,2023,SE,FT,Research Scientist,145900,CA,0,CA,M
2522,2022,SE,FT,Data Analyst,120000,US,0,US,M
2523,2023,SE,FT,Data Engineer,106800,US,0,US,M
2524,2022,SE,FT,Data Engineer,128500,US,100,US,M
2525,2023,SE,FT,Data Scientist,183500,US,100,US,M
2526,2022,SE,FT,Machine Learning Engineer,160000,US,100,US,M
2527,2022,SE,FT,Data Analyst,130000,US,100,US,M
2528,2022,MI,FT,Data Analyst,100000,US,100,US,M
2529,2023,SE,FT,Data Engineer,170000,US,100,US,M
2530,2022,SE,FT,Data Scientist,50000,US,100,US,M
2531,2023,SE,FT,Data Scientist,120000,CA,0,CA,M
2532,2023,SE,FT,Data Scientist,156400,US,100,US,M
2533,2022,MI,FT,Financial Data Analyst,75000,US,0,US,M
2534,2023,SE,FT,Machine Learning Engineer,247500,US,0,US,M
2535,2022,SE,FT,Data Engineer,145000,US,0,US,M
2536,2022,SE,FT,Data Engineer,132100,US,100,US,L
2537,2023,SE,FT,Data Engineer,129300,US,0,US,M
2538,2022,SE,FT,Data Scientist,88100,US,0,US,M
2539,2022,EN,FT,Data Scientist,180000,US,100,US,M
2540,2023,SE,FT,Data Scientist,129300,US,0,US,M
2541,2023,SE,FT,Data Analyst,119500,US,100,US,M
2542,2023,SE,FT,BI Developer,197000,US,0,US,M
2543,2023,SE,FT,BI Data Analyst,71897,DE,100,DE,M
2544,2022,MI,FT,Data Analyst,160000,US,0,US,M
2545,2022,SE,FT,Data Scientist,123000,US,100,US,M
2546,2022,SE,FT,Data Scientist,104000,US,100,US,M
2547,2023,SE,FT,Data Engineer,130000,US,0,US,M
2548,2022,EN,FT,Data Engineer,135000,US,0,US,M
2549,2023,SE,FT,Data Engineer,175000,US,100,US,M
2550,2021,SE,CT,Staff Data Scientist,105000,US,100,US,M
2551,2022,SE,FT,Data Engineer,154600,US,100,US,L
2552,2023,SE,FT,Data Analyst,185000,US,100,US,M
2553,2022,EN,FT,Data Scientist,73742,CA,100,CA,L
2554,2023,SE,FT,Data Scientist,90700,US,0,US,M
2555,2022,MI,FT,Data Engineer,73880,GB,0,GB,M
2556,2022,SE,FT,Data Architect,149040,US,100,US,M
2557,2022,SE,FT,Data Engineer,145000,US,0,US,M
2558,2023,SE,FT,Data Science Manager,299500,US,0,US,M
2559,2020,MI,FT,Product Data Analyst,20000,HN,0,HN,S
2560,2023,SE,FT,Data Scientist,70000,US,0,US,M
2561,2023,MI,FT,Data Analytics Manager,155000,US,0,US,M
2562,2022,SE,FT,Data Scientist,129300,US,0,US,M
2563,2020,EN,PT,ML Engineer,15966,DE,100,DE,S
2564,2021,EN,FT,Data Engineer,65013,DE,50,DE,M
2565,2022,SE,FT,Data Scientist,148000,US,100,US,M
2566,2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2567,2021,EN,FT,Data Scientist,36643,FR,50,FR,L
2568,2022,SE,FT,Data Analyst,150075,US,100,US,M
2569,2022,EX,FT,Data Engineer,310000,US,100,US,M
2570,2022,SE,FT,Applied Scientist,191475,US,100,US,M
2571,2022,MI,FT,Data Engineer,150000,US,100,US,M
2572,2023,SE,FT,Analytics Engineer,167000,US,0,US,M
2573,2023,EN,FT,Research Engineer,120000,US,0,US,M
2574,2022,MI,FT,Data Scientist,94560,FR,100,FR,M
2575,2022,SE,FT,Data Engineer,168400,US,0,US,M
2576,2023,MI,FT,Data Analyst,109371,GB,0,GB,M
2577,2021,EN,FT,Data Engineer,72500,US,100,US,L
2578,2023,SE,FT,Data Engineer,167500,US,0,US,M
2579,2023,SE,FT,Machine Learning Engineer,153088,US,100,US,M
2580,2022,SE,FT,Data Engineer,130000,US,0,US,M
2581,2023,EN,FT,Research Engineer,155000,US,0,US,M
2582,2023,SE,FT,Data Engineer,170000,US,0,US,M
2583,2022,SE,FT,Data Scientist,218000,US,0,US,M
2584,2023,SE,FT,Data Engineer,178600,US,0,US,M
2585,2022,SE,FT,Data Engineer,220000,US,100,US,M
2586,2022,SE,FT,Data Engineer,154545,US,0,US,L
2587,2023,SE,FT,Data Scientist,185900,US,0,US,M
2588,2022,SE,FT,Data Scientist,141525,US,100,US,M
2589,2023,SE,FT,Analytics Engineer,175000,US,100,US,M
2590,2023,SE,FT,Data Scientist,182200,US,100,US,M
2591,2022,MI,FT,Data Scientist,85000,US,100,US,M
2592,2023,SE,FT,Data Science Engineer,140000,US,0,US,M
2593,2022,MI,FT,Data Engineer,65141,FR,100,FR,M
2594,2022,MI,FT,Computer Vision Engineer,58837,FR,100,FR,S
2595,2022,MI,FT,Data Scientist,60938,DE,0,DE,M
2596,2023,SE,FT,Data Analyst,127000,US,100,US,M
2597,2022,SE,FT,Data Engineer,216000,US,100,US,M
2598,2021,MI,FT,Data Analyst,93000,US,100,US,L
2599,2023,SE,FT,Research Scientist,169200,ES,0,ES,M
2600,2022,SE,FT,Data Scientist,191475,US,100,US,M
2601,2022,SE,FT,Data Engineer,200100,US,100,US,M
2602,2022,SE,FT,Data Engineer,120000,US,0,US,M
2603,2022,MI,FT,Data Engineer,150000,US,100,US,M
2604,2023,SE,FT,Data Engineer,120000,US,0,US,M
2605,2022,SE,FT,ML Engineer,235000,US,100,US,M
2606,2022,SE,FT,Data Analyst,95000,US,0,US,M
2607,2023,EN,FT,Data Engineer,125000,US,0,US,M
2608,2023,SE,FT,Data Scientist,140800,US,0,US,M
2609,2021,MI,FT,Research Scientist,63810,CA,100,CA,M
2610,2020,MI,FT,Data Scientist,35735,HU,50,HU,L
2611,2021,EX,FT,Data Science Consultant,69741,FR,100,ES,S
2612,2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2613,2022,MI,FT,Data Scientist,53416,IN,100,ID,L
2614,2023,SE,FT,Data Analyst,155000,US,100,US,M
2615,2020,SE,FT,Data Engineer,47899,GR,50,GR,L
2616,2023,SE,FT,Data Engineer,161800,US,100,US,M
2617,2023,SE,FT,Data Architect,168100,US,100,US,M
2618,2022,SE,FT,Data Scientist,173000,US,100,US,M
2619,2023,SE,FT,Analytics Engineer,275300,US,100,US,M
2620,2023,SE,FT,Data Scientist,185000,US,100,US,M
2621,2022,SE,FT,Data Engineer,250000,US,100,US,M
2622,2021,SE,FT,Research Scientist,96113,CA,50,CA,L
2623,2022,SE,FT,Data Engineer,180000,US,100,US,M
2624,2022,EN,FT,Machine Learning Engineer,30000,GB,100,GB,L
2625,2023,SE,FT,Data Engineer,150000,US,100,US,M
2626,2022,SE,FT,Data Scientist,272550,US,100,US,M
2627,2023,MI,FT,Machine Learning Engineer,145828,GB,0,GB,M
2628,2022,MI,FT,BI Analyst,48000,BR,100,BR,M
2629,2021,SE,FT,Principal Data Analyst,170000,US,100,US,M
2630,2022,MI,FT,Machine Learning Engineer,129300,US,0,US,M
2631,2023,SE,FT,Data Analytics Manager,160000,US,100,US,M
2632,2022,SE,FT,Data Science Manager,120000,US,0,US,M
2633,2023,SE,FT,Data Analyst,120000,US,0,US,M
2634,2022,MI,FT,Data Engineer,110820,GB,0,GB,M
2635,2022,MI,FT,Data Analyst,97500,US,100,US,L
2636,2022,SE,FT,Data Analyst,110600,US,0,US,M
2637,2023,SE,FT,Machine Learning Engineer,38631,LV,0,LV,M
2638,2021,MI,FT,AI Scientist,30000,GH,0,GH,S
2639,2021,EX,FT,Director of Data Science,153667,IT,100,PL,L
2640,2022,MI,FT,Data Engineer,120000,US,100,US,M
2641,2021,EN,FT,Machine Learning Research Engineer,20000,FR,50,FR,M
2642,2022,SE,FT,Data Analyst,115934,US,100,US,M
2643,2022,SE,FT,Data Engineer,135000,US,100,US,M
2644,2023,SE,FT,Data Scientist,250000,US,0,US,M
2645,2023,SE,FT,Data Analyst,139000,US,0,US,M
2646,2023,MI,FT,Data Engineer,95000,US,0,US,M
2647,2022,MI,FT,Data Engineer,24000,US,0,US,M
2648,2022,SE,FT,Principal Machine Learning Engineer,190000,US,100,US,L
2649,2022,SE,FT,Analytics Engineer,110000,US,0,US,M
2650,2023,SE,FT,Cloud Database Engineer,140000,US,100,US,M
2651,2022,MI,FT,Data Engineer,160000,US,100,US,M
2652,2023,SE,FT,Data Scientist,175000,US,100,US,M
2653,2022,SE,FT,Data Scientist,191475,US,100,US,M
2654,2022,SE,FT,Data Specialist,110000,US,0,US,M
2655,2023,MI,FT,Data Scientist,145000,US,0,US,M
2656,2023,MI,FT,Machine Learning Scientist,125000,US,0,US,S
2657,2022,SE,FT,Data Engineer,135000,US,0,US,M
2658,2022,SE,FT,Data Analyst,166700,US,0,US,M
2659,2023,EN,FT,Data Engineer,65000,US,0,US,M
2660,2022,EN,FT,Machine Learning Software Engineer,10000,MA,50,MA,S
2661,2022,SE,FT,Data Science Consultant,122000,US,0,US,M
2662,2023,SE,FT,Data Scientist,237000,US,100,US,M
2663,2023,SE,FT,Data Scientist,140000,US,0,US,M
2664,2023,SE,FT,Data Analyst,206500,US,100,US,M
2665,2022,MI,FT,Data Engineer,160000,US,100,US,M
2666,2021,MI,FT,Machine Learning Engineer,24823,SI,50,SI,L
2667,2023,SE,FT,Data Analyst,106800,US,0,US,M
2668,2022,MI,FT,Data Analyst,206000,US,0,US,M
2669,2023,SE,FT,Research Engineer,133000,US,0,US,M
2670,2023,SE,FT,Data Engineer,180000,US,100,US,M
2671,2023,SE,FT,Data Engineer,145000,US,0,US,M
2672,2023,SE,FT,Data Analyst,55000,US,0,US,M
2673,2022,SE,FT,Machine Learning Engineer,248700,US,0,US,M
2674,2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M
2675,2023,SE,FT,Data Scientist,228000,US,0,US,M
2676,2022,SE,FT,Data Scientist,93800,US,0,US,M
2677,2022,SE,FT,Analytics Engineer,102663,GB,100,GB,M
2678,2022,MI,FT,Data Scientist,89306,NL,0,NL,M
2679,2023,SE,FT,Data Engineer,300000,US,0,US,M
2680,2022,SE,FT,Data Analyst,99000,US,0,US,M
2681,2023,MI,FT,Research Scientist,150000,US,100,US,M
2682,2023,SE,FT,Data Scientist,186000,US,0,US,M
2683,2023,MI,FT,Data Science Manager,220000,US,0,US,M
2684,2022,SE,FT,Data Science Consultant,122000,US,0,US,M
2685,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2686,2022,MI,FT,Data Analyst,60000,US,100,US,M
2687,2022,SE,FT,Data Analyst,150000,US,0,US,M
2688,2023,MI,FT,Machine Learning Engineer,87000,US,0,US,M
2689,2023,SE,FT,Analytics Engineer,289800,US,0,US,M
2690,2023,SE,FT,Data Engineer,172600,US,100,US,M
2691,2022,MI,FT,Data Engineer,95000,US,0,US,M
2692,2023,SE,FT,Data Scientist,175000,CA,100,CA,M
2693,2023,SE,FT,Computer Vision Engineer,280000,US,0,US,M
2694,2023,SE,FT,Research Engineer,150000,US,0,US,M
2695,2023,SE,FT,Data Scientist,195000,US,0,US,M
2696,2023,SE,FT,Applied Scientist,222200,US,0,US,L
2697,2023,SE,FT,Data Engineer,63000,US,100,US,M
2698,2023,SE,FT,Data Analyst,110000,US,0,US,M
2699,2022,SE,FT,Data Scientist,38000,US,100,US,M
2700,2023,EX,FT,Head of Data,329500,US,0,US,M
2701,2023,SE,FT,Machine Learning Infrastructure Engineer,171600,US,0,US,M
2702,2022,SE,FT,Data Scientist,155000,US,100,US,M
2703,2023,SE,FT,Data Scientist,122900,US,0,US,L
2704,2022,MI,FT,Machine Learning Engineer,116976,GB,0,GB,M
2705,2023,MI,FT,Data Engineer,120000,US,100,US,M
2706,2022,MI,FT,Machine Learning Scientist,22800,EG,100,EG,M
2707,2022,SE,FT,Data Engineer,215000,US,0,US,M
2708,2022,SE,FT,Data Engineer,205600,US,0,US,L
2709,2022,SE,FT,Data Engineer,225000,US,0,US,M
2710,2023,SE,FT,ML Engineer,135000,US,0,US,M
2711,2023,EX,FT,Data Scientist,300000,US,0,US,M
2712,2022,SE,FT,Principal Data Scientist,155499,DE,100,DE,M
2713,2021,SE,FT,Principal Data Scientist,173762,DE,100,DE,M
2714,2022,SE,FT,ETL Developer,63000,US,100,US,M
2715,2022,SE,FT,Data Scientist,141525,US,100,US,M
2716,2022,SE,FT,Data Engineer,175000,US,100,US,M
2717,2022,MI,FT,Data Engineer,130000,US,100,US,M
2718,2022,SE,FT,Data Scientist,141525,US,100,US,M
2719,2022,SE,FT,Data Scientist,225000,US,0,US,M
2720,2022,SE,FT,Data Scientist,210000,US,100,US,M
2721,2023,SE,FT,Data Scientist,140000,US,0,US,M
